Gene1,Gene2
CTNNB1,TFF3
CTNNB1,BDNF
CTNNB1,VAV2
CTNNB1,DKK1
CTNNB1,AR
AR,CTNNB1
CTNNB1,FRAT2
CTNNB1,SNAI2
SNAI2,CTNNB1
CTNNB1,HIF1A
HIF1A,CTNNB1
CTNNB1,TBL1XR1
CTNNB1,EPHA2
CTNNB1,PIK3R1
H1F0,HMGB1
H1F0,POP1
H1F0,HMGA1
HMGA1,H1F0
H1F0,LIN28A
LIN28A,H1F0
H1F0,HIST1H4I
PTMA,PTGES3
PTMA,SLC22A31
PTMA,SUMO2
PTMA,PTMS
PTMA,SET
PTMA,SRSF2
SRSF2,PTMA
ILF2,QPCT
TFAP2A,GSTO2
PSMD9,PRICKLE1
RBPJ,RBBP8
RBPJ,CCNC
RBPJ,TLE2
TLE2,RBPJ
RBPJ,PBX1
PBX1,RBPJ
RBPJ,MAML3
MAML3,RBPJ
RBPJ,MAMLD1
RBPJ,NUMB
RBPJ,TLE1
TLE1,RBPJ
RBPJ,TFDP1
TFDP1,RBPJ
RBPJ,NFATC1
NFATC1,RBPJ
RBPJ,HDAC9
HDAC9,RBPJ
RBPJ,TBL1XR1
RBPJ,FABP7
TLR4,HMGB1
SMARCD1,HMGB1
POLR2A,HMGB1
MAFF,MAFG
MAFG,MAFF
YBX1,CPSF7
SRSF3,CPSF7
RNPS1,CPSF7
HNRNPK,CPSF7
ALYREF,CPSF7
ELAVL2,CPSF7
POLR2H,CPSF7
SNRPB,CPSF7
SRSF2,CPSF7
POLR2F,CPSF7
RBMX,CPSF7
POLR2A,CPSF7
SRC,PLSCR1
TLR7,CTSB
GATA2,GATA3
GATA3,GATA2
GATA2,ZFPM2
ZFPM2,GATA2
AR,PMEPA1
WDR5,DPY30
CXXC1,DPY30
NCOA6,DPY30
POLR1B,LYAR
PDCD11,LYAR
SRC,ANXA2
FUBP1,ANXA2
RNPS1,RPS17
UPF2,RPS17
PDCD11,RPS17
UPF1,RPS17
RNPS1,RPL22L1
UPF2,RPL22L1
UPF1,RPL22L1
RNPS1,RPL22
UPF2,RPL22
UPF1,RPL22
POLR1B,DDX21
NFIA,DDX21
POLR2H,DDX21
MYBBP1A,DDX21
DEK,DDX21
POLR2F,DDX21
POLR1C,DDX21
POLR1B,IPO4
PDCD11,IPO4
PDGFA,GRB2
PDGFA,FGFR1
PDGFA,PIK3R1
SRC,FN1
FXR1,FN1
ZEB1,FN1
SNAI2,FN1
XRCC5,BLM
ATRX,BLM
RAD51,BLM
XRCC6,BLM
SRC,OCLN
ANKRD6,VANGL1
LMX1B,PBX1
PBX1,LMX1B
LMX1B,MEIS2
MEIS2,LMX1B
ASB9,UBE2H
WWP1,UBE2H
RNF19A,UBE2H
RNF14,UBE2H
NRIP1,UBE2I
RNPS1,UBE2I
HNRNPK,UBE2I
DAXX,UBE2I
RAD51,UBE2I
SATB2,UBE2I
PARP1,UBE2I
TRIM27,UBE2I
PPARA,UBE2I
SATB1,UBE2I
DNMT1,UBE2I
AR,UBE2I
SRC,SH3PXD2A
ASB9,TRIM4
WWP1,TRIM4
RNF19A,TRIM4
RNF14,TRIM4
SRC,AKAP9
FXR1,AKAP9
CNTRL,AKAP9
POLR1B,SDAD1
PDCD11,SDAD1
MYBBP1A,SDAD1
UPF2,MAGOH
UPF2,RPS28
UPF2,ETF1
UPF2,RPL34
UPF2,RPL39
UPF2,RPL27
UPF2,DDIT4L
UPF2,RNPS1
RNPS1,UPF2
UPF2,SMG7
UPF2,SMG5
UPF2,RPS24
UPF2,RPL23
UPF2,RPS6
UPF2,UPF1
UPF1,UPF2
UPF2,EIF1
UPF2,PPP2CA
UPF2,RPL35A
UPF2,RPL10A
UPF2,RPS25
UPF2,RPL5
UPF2,RPS20
UPF2,RPS10
UPF2,RPL6
POLR1B,PUS7
PSMD9,SPRED2
ASB9,UBE2C
WWP1,UBE2C
RAD51,UBE2C
RNF14,UBE2C
PSMD9,UBE2C
ZRANB2,UBE2C
RNF19A,UBE2C
EHMT2,UBE2C
MCM3,UBE2C
PHB2,STOML2
CENPK,DYNC1H1
AR,DYNC1H1
CNTRL,DYNC1H1
YBX1,HNRNPH1
SRSF3,HNRNPH1
SSB,HNRNPH1
RNPS1,HNRNPH1
HNRNPK,HNRNPH1
KHSRP,HNRNPH1
ALYREF,HNRNPH1
SF1,HNRNPH1
ILF2,HNRNPH1
ELAVL2,HNRNPH1
POLR2H,HNRNPH1
SRSF10,HNRNPH1
SFPQ,HNRNPH1
SNRPB,HNRNPH1
HNRNPAB,HNRNPH1
SRSF2,HNRNPH1
POLR2F,HNRNPH1
ILF3,HNRNPH1
RBFOX2,HNRNPH1
EWSR1,HNRNPH1
RBMX,HNRNPH1
POLR2A,HNRNPH1
LIN28A,PIWIL2
ASB9,MYLIP
WWP1,MYLIP
RNF14,MYLIP
RNF19A,MYLIP
TMF1,GOLGA4
YBX1,PTBP1
SSB,PTBP1
RNPS1,PTBP1
HNRNPK,PTBP1
SF1,PTBP1
ELAVL2,PTBP1
POLR2H,PTBP1
SFPQ,PTBP1
SNRPB,PTBP1
HNRNPAB,PTBP1
ILF3,PTBP1
RBMX,PTBP1
SRSF3,PTBP1
KHSRP,PTBP1
ALYREF,PTBP1
ILF2,PTBP1
SRSF10,PTBP1
SRSF2,PTBP1
POLR2F,PTBP1
RBFOX2,PTBP1
POLR2A,PTBP1
CIITA,TRIM38
BCL11B,GATA3
GATA3,BCL11B
BCL11B,SATB2
SATB2,BCL11B
BCL11B,RBBP4
RBBP4,BCL11B
BCL11B,CUX1
CUX1,BCL11B
BCL11B,EOMES
EOMES,BCL11B
SFPQ,SRRT
SFPQ,SRSF3
SRSF3,SFPQ
SFPQ,SSB
SSB,SFPQ
SFPQ,ERH
SFPQ,DDX39B
SFPQ,HNRNPK
HNRNPK,SFPQ
SFPQ,KHSRP
KHSRP,SFPQ
SFPQ,ALYREF
ALYREF,SFPQ
SFPQ,SF1
SF1,SFPQ
SFPQ,ILF2
ILF2,SFPQ
SFPQ,HNRNPA3
SFPQ,HNRNPC
SFPQ,TRA2B
SFPQ,U2AF1
U2AF1,SFPQ
SFPQ,HNRNPF
SFPQ,ILF3
ILF3,SFPQ
SFPQ,FUBP1
FUBP1,SFPQ
SOX5,ARID5A
FXR1,SRC
SRC,FXR1
FXR1,ESRP1
FXR1,RAN
FXR1,CYFIP2
FXR1,DNAJC19
FXR1,NUFIP1
FXR1,YWHAB
FXR1,CNKSR2
FXR1,FAM131B
FXR1,ARRB2
FXR1,ARRB1
RAD51,PRIM1
MCM3,PRIM1
ZNF219,HMGN5
HMGN2,HMGN5
HNRNPAB,PTBP2
HNRNPAB,ALYREF
ALYREF,HNRNPAB
HNRNPAB,HNRNPA3
HNRNPAB,HNRNPC
XRCC5,DNA2
RAD51,DNA2
XRCC6,DNA2
SRC,EPHA2
TRIM33,H3F3A
TRIM33,CDC20
TRIM33,ENTPD1
SRC,CASP8
TRAF6,CASP8
DAXX,CASP8
PARP1,CASP8
TLR4,CASP8
AR,CASP8
WWP1,PSMB10
HIF3A,PSMB10
PSMD9,PSMB10
HIF1A,PSMB10
WDR5,MBIP
WDR5,DTL
WDR5,PBX1
PBX1,WDR5
WDR5,ACTL6A
WDR5,COMMD3
WDR5,CXXC1
CXXC1,WDR5
WDR5,H3F3A
WDR5,POLE4
WDR5,POLR2H
POLR2H,WDR5
WDR5,RBBP4
RBBP4,WDR5
WDR5,DCAF6
WDR5,RUVBL2
RUVBL2,WDR5
WDR5,PRMT6
WDR5,RARG
RARG,WDR5
WDR5,H2AFX
WDR5,DCAF16
WDR5,HOXB3
HOXB3,WDR5
WDR5,NAE1
WDR5,HIST1H2BH
WDR5,DCAF10
WDR5,KDM6A
WDR5,TEX10
WDR5,EHMT2
EHMT2,WDR5
WDR5,POLE3
WDR5,POLR2F
POLR2F,WDR5
WDR5,DDA1
WDR5,NCOA6
NCOA6,WDR5
WDR5,PRMT1
WDR5,POLR2A
POLR2A,WDR5
RAD51,REV3L
XRCC6,REV3L
ASB9,NAE1
TRAF6,PIK3CG
MAPK10,SACM1L
MAPK10,CDC42
MAPK10,DUSP10
MAPK10,TRAF6
TRAF6,MAPK10
MAPK10,ITCH
MAPK10,PCYT1B
MAPK10,MAP2K6
MAPK10,ROR2
MAPK10,MAPKAPK3
MAPK10,NFATC1
NFATC1,MAPK10
MAPK10,IRS4
MAPK10,MAGED1
MAPK10,DUSP5
MAPK10,BDNF
MAPK10,ARRB2
MAPK10,ARRB1
XRCC6,H2AFX
XRCC6,RBBP8
XRCC6,XRCC5
XRCC5,XRCC6
XRCC6,ATRX
ATRX,XRCC6
XRCC6,TDP2
XRCC6,HIST1H2BH
XRCC6,PARP1
PARP1,XRCC6
XRCC6,LIG3
XRCC6,RAD51
RAD51,XRCC6
XRCC6,LIG4
XRCC6,RAD50
XRCC6,PCNA
XRCC6,UBE2V2
XRCC6,POLD1
XRCC6,CHEK2
XRCC6,EXO1
XRCC6,CHEK1
XRCC6,PHF21A
PHF21A,XRCC6
XRCC6,AR
AR,XRCC6
XRCC6,RAD54L
XRCC6,RPA2
XRCC5,XRCC2
RAD51,XRCC2
DNMT1,CXXC1
CXXC1,DNMT1
DNMT1,RBBP4
RBBP4,DNMT1
DNMT1,BAZ2A
DNMT1,H2AFX
DNMT1,AMD1
DNMT1,TET2
DNMT1,TFDP1
TFDP1,DNMT1
DNMT1,HIST1H2BH
DNMT1,PARP1
PARP1,DNMT1
DNMT1,RELN
DNMT1,PCNA
DNMT1,EHMT2
EHMT2,DNMT1
DNMT1,HIST1H4I
DNMT1,COMMD3-BMI1
DNMT1,ZEB1
ZEB1,DNMT1
DNMT1,MCM3
MCM3,DNMT1
DNMT1,SAP18
SAP18,DNMT1
DNMT1,HELLS
DNMT1,UHRF1
UHRF1,DNMT1
NFATC1,CALCR
HAND2,TBX20
TBX20,HAND2
HAND2,NFATC1
NFATC1,HAND2
HAND2,ADSS
RXRG,NRIP1
NRIP1,RXRG
RXRG,CRABP2
CRABP2,RXRG
RXRG,RARG
RARG,RXRG
RXRG,PPARA
PPARA,RXRG
TEAD4,TEAD1
TEAD1,TEAD4
TEAD4,WWTR1
WWTR1,TEAD4
TEAD4,AMOTL1
TRIM22,HLA-DRB1
CIITA,HLA-DRB1
POLR1B,MAK16
PDCD11,MAK16
WWP1,SCNN1A
CUX1,SATB2
SATB2,CUX1
CUX1,FGFR1
CUX1,MAN1A1
CUX1,SATB1
SATB1,CUX1
CUX1,EOMES
EOMES,CUX1
CUX1,COG6
CUX1,PIK3R1
GATAD2A,H2AFX
GATAD2A,ZNF219
ZNF219,GATAD2A
GATAD2A,HIST1H2BH
GATAD2A,KAT6A
KAT6A,GATAD2A
GATAD2A,EHMT2
EHMT2,GATAD2A
GATAD2A,BAHD1
GATAD2A,RBBP4
RBBP4,GATAD2A
GATAD2A,BAZ2A
GATAD2A,PHF21A
PHF21A,GATAD2A
GATAD2A,HDAC9
HDAC9,GATAD2A
GATAD2A,SNAI2
SNAI2,GATAD2A
GATAD2A,SAP18
SAP18,GATAD2A
GATAD2A,PHC1
PLAGL1,PEG10
POLR1B,ETF1
RNPS1,ETF1
UPF1,ETF1
RAD51,RRM2
TFDP1,RRM2
TCF19,RRM2
MCM3,RRM2
UHRF1,RRM2
RAD51,WDHD1
MCM3,WDHD1
SRC,PAK3
ZNF219,RBBP4
RBBP4,ZNF219
ZNF219,ZNF521
AFF1,CPZ
SRC,LAMC3
PHB2,MICU1
ZEB1,ESRP1
ZEB1,ETS1
ETS1,ZEB1
ZEB1,ZEB2
ZEB2,ZEB1
ZEB1,AR
AR,ZEB1
ZEB1,VIM
PDCD11,MRPL21
FOXD3,GPX7
ASB9,PJA2
WWP1,PJA2
RNF14,PJA2
RNF19A,PJA2
FOXP1,CNTNAP2
WWTR1,ZNF521
AR,ZNF521
TRIM22,XAF1
UPF1,DDIT4L
PPARA,MT-CO2
SRC,NRG2
TRAF6,MAP3K3
AR,CAPZA2
SRC,GAB2
TRAF6,GAB2
ILF2,SRRT
ILF2,SRSF3
SRSF3,ILF2
ILF2,SSB
SSB,ILF2
ILF2,ERH
ILF2,CTSS
ILF2,DDX39B
ILF2,XRCC5
XRCC5,ILF2
ILF2,RNPS1
RNPS1,ILF2
ILF2,PGM1
ILF2,OSCAR
ILF2,HNRNPK
HNRNPK,ILF2
ILF2,KHSRP
KHSRP,ILF2
ILF2,ALYREF
ALYREF,ILF2
ILF2,YPEL5
ILF2,HNRNPC
ILF2,TRA2B
ILF2,CST3
ILF2,HPSE
ILF2,RPL10A
ILF2,U2AF1
U2AF1,ILF2
ILF2,HNRNPF
ILF2,FLG2
ILF2,ILF3
ILF3,ILF2
ILF2,CDA
ILF2,CHTOP
ILF2,RBMX
RBMX,ILF2
ILF2,SYNCRIP
ILF2,CEP290
RNPS1,SMG5
UPF1,SMG5
SNRPB,SMG5
RNPS1,RPL39
UPF1,RPL39
NR0B1,RPL39
RBMX,APOBEC3C
POLR1B,TFB2M
PDCD11,TFB2M
POLR1C,TFB2M
NFATC1,ADSS
CNTRL,SDCCAG8
CNTRL,CEP170
XRCC5,EXO1
RAD51,EXO1
POLR1B,HEATR1
PDCD11,HEATR1
MYBBP1A,HEATR1
HIF3A,EGLN1
PSMD9,EGLN1
HIF1A,EGLN1
SRC,ACTA1
NFATC1,ACTA1
PARP1,H2AFX
PARP1,RBBP8
PARP1,TLE1
TLE1,PARP1
PARP1,XRCC5
XRCC5,PARP1
PARP1,SUMO3
PARP1,SUMO2
PARP1,NMNAT1
PARP1,BUB3
PARP1,RAD51
RAD51,PARP1
PARP1,LIG4
PARP1,RAD50
PARP1,PCNA
PARP1,POLE4
PARP1,UBE2V2
PARP1,POLE3
PARP1,POLD1
PARP1,RFC5
PARP1,CHEK1
PARP1,RFC4
PARP1,ILK
PARP1,RPA2
PARP1,RFC3
ATRX,H3F3A
DAXX,H3F3A
DPF2,H3F3A
KAT6A,H3F3A
EHMT2,H3F3A
UHRF1,H3F3A
HLX,PSMB9
HLX,ESRRG
ESRRG,HLX
POLR1B,EPRS
POLR1C,EPRS
PDCD11,RRP15
ESRRG,NRIP1
NRIP1,ESRRG
ESRRG,SLC7A1
ESRRG,TLE1
TLE1,ESRRG
EHMT2,SMYD2
RAD51,DTL
MCM3,DTL
SRC,EZR
MDM4,DAXX
DAXX,MDM4
MDM4,CHEK2
MDM4,CHEK1
SOX13,SOX5
SOX5,SOX13
PSMD9,KLHL12
PDCD11,LTV1
AR,DCAF6
POLR2A,ADCY10
WWP1,SGK1
SRC,SGK1
MLLT3,SGK1
POU2F1,SNAPC3
SNAPC3,POU2F1
POU2F1,SRRT
POU2F1,H2AFX
POU2F1,POLR3G
POU2F1,TAF8
POU2F1,HIST1H2BH
POU2F1,GATA3
GATA3,POU2F1
POU2F1,POLR2H
POLR2H,POU2F1
POU2F1,POU2AF1
POU2AF1,POU2F1
POU2F1,POLR2F
POLR2F,POU2F1
POU2F1,INTS9
POU2F1,POLR1C
POLR1C,POU2F1
POU2F1,POU2F2
POU2F2,POU2F1
POU2F1,POLR3GL
POU2F1,INTS1
POU2F1,POLR2A
POLR2A,POU2F1
ANKRD6,VANGL2
IFI16,DDX58
ETV3,E2F4
E2F4,ETV3
MAML3,FABP7
SRC,IL6R
HIF1A,BNIP3
SRSF3,CHTOP
SRSF2,CHTOP
BCLAF1,CHTOP
RNPS1,CHTOP
HNRNPK,CHTOP
ALYREF,CHTOP
POLR1C,BCCIP
CENPK,BUB3
RNPS1,BUB3
PSMD9,BUB3
POLR1C,GTF3C6
POLR2F,GTF3C6
POLR2H,GTF3C6
GTF3C4,GTF3C6
TLR7,CTSS
PRDM1,CIITA
CIITA,PRDM1
PRDM1,EHMT2
EHMT2,PRDM1
SNAPC3,POLR3GL
POLR1C,POLR3GL
SSB,POLR3GL
NFIB,POLR3GL
NFIA,POLR3GL
POLR2F,POLR3GL
NFIC,POLR3GL
POLR2H,POLR3GL
GTF3C4,POLR3GL
ATRX,SCAF11
PDCD11,MDN1
SRSF10,PHGDH
SAP18,PHGDH
NHLH2,BEX2
YBX1,BCAS2
SRSF3,BCAS2
RNPS1,BCAS2
HNRNPK,BCAS2
ALYREF,BCAS2
SF1,BCAS2
ELAVL2,BCAS2
POLR2H,BCAS2
SNRPB,BCAS2
SRSF2,BCAS2
POLR2F,BCAS2
RBMX,BCAS2
POLR2A,BCAS2
POLR1B,DKC1
SSB,DKC1
PDCD11,DKC1
SNRPB,DKC1
POLR1C,DKC1
RUVBL2,DKC1
YBX1,SYNCRIP
CSDE1,SYNCRIP
SRSF3,SYNCRIP
SSB,SYNCRIP
HNRNPK,SYNCRIP
ALYREF,SYNCRIP
UPF1,SYNCRIP
ILF3,SYNCRIP
RBMX,SYNCRIP
PDCD11,RBM34
PDCD11,POLR1B
POLR1B,PDCD11
PDCD11,RPS28
PDCD11,PAK1IP1
PDCD11,WDR36
PDCD11,RCL1
PDCD11,IARS
PDCD11,DDX27
PDCD11,RSL1D1
PDCD11,RPF2
PDCD11,EBNA1BP2
PDCD11,RPP30
PDCD11,RPP21
PDCD11,NOP56
PDCD11,RPS24
PDCD11,RPL23
PDCD11,RPS6
PDCD11,WDR18
PDCD11,TEX10
PDCD11,GNL3
PDCD11,BOP1
PDCD11,EMG1
PDCD11,DIEXF
PDCD11,RIOK1
PDCD11,MRTO4
PDCD11,MRPS12
PDCD11,RRP12
PDCD11,DDX51
PDCD11,NOC3L
PDCD11,UTP14A
PDCD11,NOLC1
PDCD11,EXOSC8
PDCD11,RPL10A
PDCD11,NHP2L1
PDCD11,RPS25
PDCD11,WDR74
PDCD11,RPL5
PDCD11,FTSJ3
PDCD11,DDX24
PDCD11,NOP14
PDCD11,MRPL36
PDCD11,RPS20
PDCD11,WDR43
PDCD11,RPP40
PDCD11,RBM19
PDCD11,RPS10
PDCD11,NGDN
PDCD11,MRPS2
PDCD11,NLE1
PDCD11,NOP2
PDCD11,MYBBP1A
MYBBP1A,PDCD11
RAD51,TTK
CENPK,TTK
MCM3,TTK
RUVBL2,DPCD
CNTRL,HAUS7
BTF3,RPL5
RNPS1,RPL5
UPF1,RPL5
POLR1C,RPL5
ASB9,GLMN
WWP1,GLMN
RNF14,GLMN
RNF19A,GLMN
TRIM22,GBP6
CIITA,GBP6
TRIM22,GBP5
CIITA,GBP5
TRIM22,GBP4
CIITA,GBP4
SOX3,ARSE
RBMX,PUF60
RBMX,SF3A3
RBMX,MAGOH
RBMX,SRRT
RBMX,YBX1
YBX1,RBMX
RBMX,CHERP
RBMX,SRSF3
SRSF3,RBMX
RBMX,ERH
RBMX,PPIL6
RBMX,LSM5
RBMX,DDX39B
RBMX,RNPS1
RNPS1,RBMX
RBMX,HNRNPK
HNRNPK,RBMX
RBMX,PPIL1
RBMX,SNRPN
RBMX,ALYREF
ALYREF,RBMX
RBMX,SF1
SF1,RBMX
RBMX,HSPA8
RBMX,HNRNPA3
RBMX,UPF1
UPF1,RBMX
RBMX,ELAVL2
ELAVL2,RBMX
RBMX,POLR2H
POLR2H,RBMX
RBMX,SRSF10
SRSF10,RBMX
RBMX,LSM4
RBMX,SNRPB
SNRPB,RBMX
RBMX,HNRNPC
RBMX,TRA2B
RBMX,LSM6
RBMX,SRSF2
SRSF2,RBMX
RBMX,NHP2L1
RBMX,POLR2F
POLR2F,RBMX
RBMX,HNRNPF
RBMX,ILF3
ILF3,RBMX
RBMX,U2SURP
RBMX,CWC27
RBMX,BUD31
RBMX,POLR2A
POLR2A,RBMX
SRC,PTP4A1
PBX1,PRKACB
PPARA,PRKACB
NFATC1,PRKACB
AR,PRKACB
FUBP1,PUF60
FUBP1,SRSF3
SRSF3,FUBP1
FUBP1,KHSRP
KHSRP,FUBP1
FUBP1,SF1
SF1,FUBP1
FUBP1,U2AF1
U2AF1,FUBP1
FUBP1,HNRNPF
WWP1,PSMA7
HIF3A,PSMA7
PSMD9,PSMA7
HIF1A,PSMA7
ZRANB2,UBL7
ZRANB2,SRXN1
ZRANB2,UBE2V2
ZRANB2,UCHL3
CNBP,SERBP1
CENPK,ITGB3BP
RBBP4,ITGB3BP
TRAF6,ITGB3BP
FOXD3,MSX1
MSX1,FOXD3
FOXD3,TFAP2A
TFAP2A,FOXD3
FOXD3,SNAI2
SNAI2,FOXD3
TMF1,STX16
NFIA,POLR3G
NFIA,NFIB
NFIB,NFIA
NFIA,POLR2H
POLR2H,NFIA
NFIA,POLR2F
POLR2F,NFIA
NFIA,FTSJ3
NFIA,POLR1C
POLR1C,NFIA
TRAF6,XIAP
TLE2,XIAP
BMPR1A,XIAP
TLE1,XIAP
TLE3,XIAP
BMP2,XIAP
UPF1,TTC4
POLR1B,NOC3L
MYBBP1A,NOC3L
YBX1,MAGOH
SRSF3,MAGOH
RNPS1,MAGOH
HNRNPK,MAGOH
ALYREF,MAGOH
UPF1,MAGOH
ELAVL2,MAGOH
POLR2H,MAGOH
SNRPB,MAGOH
SRSF2,MAGOH
POLR2F,MAGOH
SAP18,MAGOH
POLR2A,MAGOH
CNTRL,CEP55
NRIP1,HSP90AB1
SRC,HSP90AB1
GATA3,HSP90AB1
TLE3,HSP90AB1
AR,HSP90AB1
TFDP1,ORC1
PSMD9,ORC1
MCM3,ORC1
BTF3,BTF3L4
ANKRD1,CHD9
ANKRD1,TTN
ANKRD1,PPARA
PPARA,ANKRD1
ANKRD1,NCOA6
NCOA6,ANKRD1
ANKRD1,TBL1XR1
POLR2F,MRPS2
POLR1C,MRPS2
SRC,VAV2
NFATC1,VAV2
YBX1,SURF2
RAD51,RAD54L
SAP18,SURF4
BMPR1A,CHRDL1
BMPR1A,FKBP1B
BMPR1A,BAMBI
BMPR1A,BMPR2
BMPR1A,BMP8B
BMPR1A,BMP2
BMP2,BMPR1A
BMPR1A,SMAD5
SMAD5,BMPR1A
BMPR1A,CER1
BMPR1A,RGMA
BMP2,CHRDL1
GTF3C4,POLR3G
GTF3C4,POLR2F
POLR2F,GTF3C4
GTF3C4,POLR1C
POLR1C,GTF3C4
GTF3C4,POLR2H
POLR2H,GTF3C4
CENPK,KIF2C
TCF19,KIF2C
UHRF1,KIF2C
RAD51,POLH
POLR1C,POLR1B
POLR1B,POLR1C
POLR1C,SSB
SSB,POLR1C
POLR1C,WDR36
POLR1C,POLR3G
POLR1C,RPL27
POLR1C,RPF2
POLR1C,EBNA1BP2
POLR1C,NOP56
POLR1C,BOP1
POLR1C,POLR2H
POLR2H,POLR1C
POLR1C,MRTO4
POLR1C,EIF1AX
POLR1C,NFIC
NFIC,POLR1C
POLR1C,DDX24
POLR1C,MRPL36
POLR1C,MYBBP1A
MYBBP1A,POLR1C
POLR1C,SNAPC3
SNAPC3,POLR1C
POLR1C,H2AFX
POLR1C,DEK
DEK,POLR1C
POLR1C,HIST1H2BH
POLR1C,NFIB
NFIB,POLR1C
POLR1C,RPL23
POLR1C,EMG1
POLR1C,MRPS12
POLR1C,NHP2L1
POLR1C,POLR2F
POLR2F,POLR1C
POLR1C,RPS20
POLR1C,NLE1
POLR1C,NOP2
POLR1C,POLR2A
POLR2A,POLR1C
ASB9,CDC20
WWP1,CDC20
RAD51,CDC20
RNF14,CDC20
CENPK,CDC20
ID1,CDC20
PSMD9,CDC20
TCF19,CDC20
RNF19A,CDC20
MCM3,CDC20
UHRF1,CDC20
YBX1,SRRT
YBX1,CHERP
YBX1,CSDE1
CSDE1,YBX1
YBX1,PPIL6
YBX1,G3BP1
YBX1,RNPS1
RNPS1,YBX1
YBX1,HNRNPK
HNRNPK,YBX1
YBX1,SNRPN
YBX1,SF1
SF1,YBX1
YBX1,ELAVL2
ELAVL2,YBX1
YBX1,POLR2H
POLR2H,YBX1
YBX1,SNRPB
SNRPB,YBX1
YBX1,LSM6
YBX1,HNRNPF
YBX1,SNRNP25
YBX1,U2SURP
YBX1,EWSR1
EWSR1,YBX1
YBX1,RPS6KA3
YBX1,PUF60
YBX1,SF3A3
YBX1,SRSF3
SRSF3,YBX1
YBX1,LSM5
YBX1,PPIL1
YBX1,ALYREF
ALYREF,YBX1
YBX1,HSPA8
YBX1,DDX3X
YBX1,HNRNPA3
YBX1,SRSF10
SRSF10,YBX1
YBX1,LSM4
YBX1,HNRNPC
YBX1,TRA2B
YBX1,SRSF2
SRSF2,YBX1
YBX1,NHP2L1
YBX1,POLR2F
POLR2F,YBX1
YBX1,CWC27
YBX1,BUD31
YBX1,POLR2A
POLR2A,YBX1
SRSF3,NUP188
RNPS1,NUP188
ALYREF,NUP188
SNRPB,NUP188
SRSF2,NUP188
SRC,PLAU
SRC,YWHAB
WWTR1,YWHAB
SNAPC3,TAF8
TAF1L,TAF8
POLR2H,TAF8
POLR2F,TAF8
POU2F2,TAF8
TCEA1,TAF8
POLR2A,TAF8
SRSF3,SF3A3
RNPS1,SF3A3
HNRNPK,SF3A3
KHSRP,SF3A3
ALYREF,SF3A3
SF1,SF3A3
ELAVL2,SF3A3
POLR2H,SF3A3
SNRPB,SF3A3
SRSF2,SF3A3
POLR2F,SF3A3
POLR2A,SF3A3
CENPK,CDCA8
TCF19,CDCA8
RAD51,CDCA8
MCM3,CDCA8
UHRF1,CDCA8
WWP1,PSMB2
HIF3A,PSMB2
PSMD9,PSMB2
HIF1A,PSMB2
ATRX,XRCC5
XRCC5,ATRX
ATRX,DAXX
DAXX,ATRX
ATRX,RAD51
RAD51,ATRX
ATRX,H2AFX
RUVBL2,TTI1
RBBP4,CCNE2
RBBP4,TOP2A
RBBP4,PBX1
PBX1,RBBP4
RBBP4,POLR2H
POLR2H,RBBP4
RBBP4,BAHD1
RBBP4,BAZ2A
RBBP4,PHF21A
PHF21A,RBBP4
RBBP4,CENPO
RBBP4,E2F4
E2F4,RBBP4
RBBP4,RARG
RARG,RBBP4
RBBP4,CENPK
CENPK,RBBP4
RBBP4,H2AFX
RBBP4,HOXB3
HOXB3,RBBP4
RBBP4,TFDP1
TFDP1,RBBP4
RBBP4,ASXL1
ASXL1,RBBP4
RBBP4,HIST1H2BH
RBBP4,KAT6A
KAT6A,RBBP4
RBBP4,KDM6A
RBBP4,PCNA
RBBP4,EHMT2
EHMT2,RBBP4
RBBP4,SKIL
SKIL,RBBP4
RBBP4,HIST1H4I
RBBP4,UBAP2L
RBBP4,COMMD3-BMI1
RBBP4,POLR2F
POLR2F,RBBP4
RBBP4,HDAC9
HDAC9,RBBP4
RBBP4,SNAI2
SNAI2,RBBP4
RBBP4,NCOA6
NCOA6,RBBP4
RBBP4,SAP18
SAP18,RBBP4
RBBP4,PHC1
RBBP4,POLR2A
POLR2A,RBBP4
SRC,TGFB1I1
TGFB1I1,SRC
SRC,MAP3K2
SRC,CDC42
SRC,GRB7
SRC,ITGA4
SRC,UNC5D
SRC,TRAF6
TRAF6,SRC
SRC,SPRY2
SRC,ACTN3
SRC,ESRP1
SRC,HNRNPK
HNRNPK,SRC
SRC,UNC5C
SRC,NEDD9
SRC,PTPRJ
SRC,NRG1
SRC,ITGA6
SRC,NUMB
SRC,GRB2
SRC,PROM1
SRC,AFAP1
SRC,PVR
SRC,S1PR3
SRC,SHB
SRC,GDNF
SRC,PALLD
SRC,PECAM1
SRC,ITGB1
SRC,DOK6
SRC,CNKSR2
SRC,TLR4
TLR4,SRC
SRC,TNFSF11
SRC,FAM131B
SRC,GRIN2A
SRC,EPHB2
SRC,PIK3CD
SRC,AR
AR,SRC
SRC,SNAI2
SNAI2,SRC
SRC,ARRB2
SRC,GNAZ
SRC,ARRB1
SRC,PIK3R1
RNPS1,PPIL1
HNRNPK,PPIL1
SF1,PPIL1
ELAVL2,PPIL1
POLR2H,PPIL1
SNRPB,PPIL1
SRSF3,PPIL1
ALYREF,PPIL1
SRSF2,PPIL1
POLR2F,PPIL1
POLR2A,PPIL1
SRSF3,PUF60
