BRD-K70792160,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc12
BRD-K08586861,OC(=O)CCn1c2CC[C@H](Cc2c2ccccc12)NS(=O)(=O)c1ccc(F)cc1
BRD-K28761891,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12
BRD-K89348303,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O
BRD-K70505054,CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O
BRD-A97674275,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
BRD-K58114536,C#CCN[C@@H]1CCc2ccccc12
BRD-A15909516,OC(=O)C(Cc1cc(=O)[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1
BRD-K76694128,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(nn3-c3ccc4ncccc4c3)C(C)(C)C)c(F)c2)ccn1
BRD-M39350793,CCOc1ccccc1O[C@@H]([C@H]1CNCCO1)c1ccccc1.CCOc1ccccc1O[C@H]([C@@H]1CNCCO1)c1ccccc1
BRD-K85751432,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1
BRD-A78341343,CNC(=O)c1cnn(c1)-c1nc(N)c2ncn([C@@H]3O[C@H](CO)C(O)C3O)c2n1
BRD-K16730910,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
BRD-K96720755,COc1ccc(cc1OC)S(=O)(=O)N1[C@@H](C(=O)N2CCC[C@H]2C(N)=O)[C@](O)(c2cc(Cl)ccc12)c1ccccc1Cl
BRD-K82846253,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O
BRD-K58486055,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O
BRD-K61567297,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl
BRD-K95921201,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1
BRD-K76210423,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
BRD-K28822270,CN(C)Cc1ccc(cc1)S(=O)(=O)n1ccc(c1)\C=C\C(=O)NO
BRD-K74190368,Oc1cccc(O)c1
BRD-K80738081,Oc1ccc(cc1)\C=C\c1cc(O)cc(O)c1
BRD-K17930269,C[C@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@H]1C[C@@H]2CC[C@H](C1)N2C
BRD-K89917372,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
BRD-A68281735,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1
BRD-K89391146,OC(=O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O
BRD-K02389548,Cc1ccc(cc1)C(=O)NCCCCCC(=O)Nc1ccccc1N
BRD-K22024824,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1c2ccccc2-c2ccccc2NC1=O
BRD-K61688984,Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1
BRD-K23875128,c1[nH]c2ccccc2c1c3ccncc3
BRD-K94397152,NC(=O)c1ncn(n1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
BRD-K30563334,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(c(O)c3C)c(O)c(NC(=O)\C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c1=NC3(CCN(CC(C)C)CC3)N=c21
BRD-A62879835,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c4nc5cc(C)ccn5c4c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)C(O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C
BRD-K55187425,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1
BRD-K01638814,C1CC1C(NC1=NCCO1)C1CC1
BRD-K06240250,Cc1cc(\C=C\C#N)cc(C)c1Nc1ccnc(Nc2ccc(cc2)C#N)n1
BRD-K21283037,Nc1nc2ccc(OC(F)(F)F)cc2s1
BRD-A75479906,CC(N)C12CC3CC(CC(C3)C1)C2
BRD-K70490179,C[C@H]1CN(CCCn2c3ccccc3c3ccccc23)C[C@@H](C)N1
BRD-K31627533,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
BRD-K13296708,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
BRD-K84783599,COC(=O)N(C)c1c(N)nc(nc1N)-c1nn(Cc2ccccc2F)c2ncccc12
BRD-K53814070,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12
BRD-K53857191,Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12
BRD-A59174698,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
BRD-K51485625,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1
BRD-A50033377,Clc1ccc(s1)C(=O)NCC1CN(C(=O)O1)c1ccc(cc1)N1CCOCC1=O
BRD-K75699339,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
BRD-K64538373,OCCONC(=O)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F
BRD-K33610132,COc1cc(ccc1Nc1ncc(c(Nc2cccc(NC(=O)C=C)c2)n1)C(F)(F)F)N1CCN(CC1)C(C)=O
BRD-K58951486,CC(=O)O[C@@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
BRD-K03194791,FC(F)Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl
BRD-A34255068,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1
BRD-K61397605,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
BRD-K29983336,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1
BRD-K15933101,CCCN(CCC)CCc1cccc2NC(=O)Cc12
BRD-K03384561,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
BRD-K07691486,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
BRD-A97437073,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
BRD-K82941592,CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O
BRD-K91111634,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
BRD-K03816923,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C(=O)/C=C/c3ccccc3)c4OC(C)(C)C=Cc4c2O)c1O
BRD-K35719256,COc1cc2CCN3Cc4c(C[C@H]3c2cc1OC)ccc(OC)c4OC
BRD-K58211978,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
BRD-K90825648,CC(C)c1cc(nc(N)n1)-c1ccc(F)c2ccccc12
BRD-K62762455,CC1(C)N(CCCCO)C(=O)N(C1=O)c1ccc(C#N)c(c1)C(F)(F)F
BRD-K88560311,CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23
BRD-K61036791,CCCCc1ccc(O)cc1O
BRD-K20079257,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
BRD-K98004573,Cc1cncc(CN2CCC(CC2)=C2c3ccc(Cl)cc3CCc3cccnc23)c1
BRD-A76747559,C[C@@H]1O[C@@H](OC[C@H]2OC(Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
BRD-K53972329,N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12
BRD-K02501528,O=S1(=O)N[C@H]2CCCN2c2ccccc12
BRD-K19601669,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12
BRD-K91456750,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O
BRD-K92613113,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
BRD-K93944989,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO
BRD-A67788537,CC(C(=O)Nc1cccc(c1)\N=C\c1c(O)ccc2ccccc12)c1ccccc1
BRD-K98453471,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSc1ccccc1C(O)=O
BRD-K19284129,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)c1ccoc1
BRD-A26690767,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
BRD-K04801023,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1cccc2nsnc12
BRD-K75308783,COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1
BRD-U07805514,CN1CCN(CC1)CCOC2=CC(=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6
BRD-K19540840,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1
BRD-K51263939,CNCC(O)=O
BRD-K62277907,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@H](C)CO1
BRD-K48892307,OC(=O)c1ccccc1OC(=O)c1ccccc1O
BRD-A82156122,N[C@H](C(=O)N1[C@@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
BRD-A37704979,CS(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1
BRD-K59184148,Cn1cc(C2=C(C(=O)NC2=O)c2ccc(Cl)cc2Cl)c2ccccc12
BRD-K98143437,COc1nccc(n1)c2c(ncn2C3CCC(O)CC3)c4ccc(F)cc4
BRD-K19412355,COc1nccc(n1)-c1c(ncn1C1CCNCC1)-c1ccc(F)cc1
BRD-K82467063,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1
BRD-K37720887,Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C
BRD-K24496482,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C3C=CC4=C(CCC4=C3)N=O)C(=C5C=CNC=C5)N2
BRD-K24968862,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(O)=O)cc1
BRD-K65991129,FC(F)(F)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccccc1Br
BRD-K68532323,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1
BRD-K45168550,COc1ccc(cc1OC)S(=O)(=O)N1CCCN(CC1)S(=O)(=O)c1ccc(OC)c(OC)c1
BRD-K86797399,CCCCc1nc2cc(ccc2n1CCN(CC)CC)\C=C\C(=O)NO
BRD-K40797222,COc1cccc(c1)-c1ccc(NC(=O)C2=C(CCC2)C(O)=O)c(F)c1
BRD-K55748775,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N
BRD-A62035778,CN1C2C[C@@H](C[C@H]1[C@H]1OC21)OC(=O)[C@H](CO)c1ccccc1
BRD-K65820248,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1CCCN1C(=O)Nc1ccccc1[N+]([O-])=O
BRD-A70083328,CC(O)Cn1c(C)ncc1[N+]([O-])=O
BRD-A58564983,CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4C(=N/O)\C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O
BRD-A28545468,CC(Cc1ccccc1)N(C)CC#C
BRD-K21361524,FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)NNc2cnccn2)n1
BRD-K57080016,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO
BRD-K81957469,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1c2ccccc2CCN(C)C1=O
BRD-K63504947,Cc1cc(C)c(\C=C2/C(=O)Nc3ccccc23)[nH]1
BRD-K21295289,NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1
BRD-K28456624,CCC(O)(CC)\C=C\C=C\[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
BRD-K49504902,OC(=O)c1cc2occc2[nH]1
BRD-K60219430,C(Cc1c[nH]c2ccccc12)Nc1cccc(Nc2ccncc2)c1
BRD-A95939040,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
BRD-K69116396,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12
BRD-K70464547,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12
BRD-K36732695,CN1CCC2=C(C1)c1ccccc1Cc1ccccc21
BRD-K80700417,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1
BRD-K19477839,Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1
BRD-A62071884,CN\C(NC#N)=N/c1ccc(cc1)C1=NNC(=O)CC1C
BRD-K79759585,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1
BRD-A68493689,COc1ccc2c(O[C@@H]3C[C@@H]4C(C3)C(=O)N(C)CCCC\C=C/[C@@H]3C[C@]3(NC4=O)C(=O)NS(=O)(=O)C3CC3)cc(nc2c1C)-c1nc(cs1)C(C)C
BRD-K22134346,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
BRD-K51333959,Fc1ccc(cc1)-n1cc(CCCCN2CCC3(CC2)OCc2ccccc32)c2ccccc12
BRD-A79768653,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O
BRD-K19416115,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc1cc(F)c(F)cc1F
BRD-A47364545,C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2CC=C
BRD-K89561498,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(O)cc12
BRD-K71281111,CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)C(F)(F)F)C(=O)C1
BRD-K85406984,CC(C)c1cc(Cc2c(C)cc(OCC(O)=O)cc2C)ccc1O
BRD-K80043866,CC(C)c1ccc(C)c2c(cc(C)c2c1)S(O)(=O)=O
BRD-K84798689,Cc1c2c(oc1S(O)(=O)=O)-c1ccc3c(CCCC3(C)C)c1C(=O)C2=O
BRD-K01039503,CC(C)=CCOc1ccc(\C=C\C(=O)c2ccc(OCC=C(C)C)cc2OCC(O)=O)cc1
BRD-K24723746,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
BRD-K23984367,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1
BRD-A89164055,Fc1ccc2OCCC3(NC(=O)NC3=O)c2c1
BRD-A33168282,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
BRD-K16761703,CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1
BRD-A26423207,CC1CN(C[C@H](C)N1)c1c(F)c(N)c2c(c1F)n(cc(C(O)=O)c2=O)C1CC1
BRD-A97808748,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)C12
BRD-K62562723,OC(=O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1
BRD-K35629949,OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl
BRD-K43002771,COc1ccc(CCN(C)CCCOc2ccc(cc2)S(=O)(=O)c2c(C(C)C)c3ccccc3n2C)cc1OC
BRD-K09397065,NC1CCN(CC1)c1cccc(Cl)n1
BRD-K73524797,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12
BRD-K41783120,Cc1cccc(\C=N\Nc2cc(nc(OCCc3ccccn3)n2)N2CCOCC2)c1
BRD-K17953061,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35
BRD-K93880783,Cc1cn([C@@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O
BRD-K75911534,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
BRD-K02965346,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1
BRD-K60623809,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C/2\C(=O)Nc3ccc(Cl)cc23)c1C
BRD-K21547160,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
BRD-K85679373,CC1(C)[C@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
BRD-K12539416,CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(/C)N(Cc1cnc(C)nc1N)C=O)=C(\C)N(Cc1cnc(C)nc1N)C=O
BRD-K55250441,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
BRD-K50859149,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
BRD-K10670311,OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1
BRD-A58955223,CS(=O)CCCCN=C=S
BRD-A22081593,COc1cc(ccc1-c1nc2ncccc2[nH]1)S(C)=O
BRD-A55272860,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O
BRD-K50938287,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
BRD-K42828737,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C
BRD-A34006693,CC(C(O)=O)c1ccc(cc1)C(=O)c1cccs1
BRD-K94293891,C[C@@H]1CCN(CCN1C(=O)c1cc(C)ccc1-n1nccn1)c1nc2cc(Cl)ccc2o1
BRD-K15170068,O[C@@H]1CN2CCC[C@@H](O)[C@@H]2[C@@H]1O
BRD-K53281329,COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1
BRD-K84925803,OC(=O)CCc1cc(ccc1OCc1ccc2c(O)noc2c1)C(=O)c1ccc(OC2CCCC2)cc1O
BRD-K73237276,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
BRD-K52313696,CC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N
BRD-K81473089,Nc1c2CCCCc2nc2ccccc12
BRD-K69608737,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
BRD-A96754982,CO[C@@H]1CC(CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
BRD-K93645900,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3OCOc3c2)C1=O
BRD-K23728141,OC(=O)c1ccc2nc(oc2c1)-c1cc(Cl)cc(Cl)c1
BRD-A73556557,OCC(O)C(O)C(O)C(=O)CO
BRD-K80343549,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12
BRD-K52751261,CCc1nc(c(s1)-c1ccnc(NC(=O)c2ccccc2)c1)-c1cccc(C)c1
BRD-K26667523,Cn1c2ncn(C[C@@H](O)CO)c(=O)c2c(Nc2ccc(I)cc2F)c(F)c1=O
BRD-K58501140,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3[C@H](CC(O)=O)COc3c2)c1
BRD-K50498985,CN(C1CCN(CC1)c1nnc(-c2ccnn2C)c2ccccc12)C(=O)c1ccc(F)cc1C(F)(F)F
BRD-K95142244,Cn1ncnc1[C@@H]1[C@H](Nc2cc(F)cc3c2c1n[nH]c3=O)c1ccc(F)cc1
BRD-A94276798,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
BRD-K17555800,C[C@H]1CN([C@H](C)CN1Cc1ccc(F)cc1)C(=O)c1cc2c(cn(C)c2cc1Cl)C(=O)C(=O)N(C)C
BRD-K47095176,CC[C@H](NC(=O)c1c(O)c(nc2ccccc12)-c1ccccc1)c1ccccc1
BRD-K93869735,CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(N)=O
BRD-K36627727,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12
BRD-K93754473,CC\C(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1
BRD-K74339692,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
BRD-K99604664,Cn1c(ccc1-c1ccc2NC(=S)OC(C)(C)c2c1)C#N
BRD-K89162000,COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1
BRD-A61304759,COC1CC(C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O
BRD-K35169477,C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N
BRD-K59506194,CNC(=N)NCCC[C@H](N)C(O)=O
BRD-K09426783,CN(C)CCNc1nc2cc(O)ccc2c2-c3ccccc3C(=O)c12
BRD-K44844162,CC(C)n1nc(C)nc1-c1cn2CCOc3cc(ccc3-c2n1)-c1cnn(c1)C(C)(C)C(N)=O
BRD-K42495768,Clc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)s2)c(Cl)c1
BRD-K14653796,COc1cccc2n(C)c(=O)c(C(=O)N(C)c3ccc(cc3)C(F)(F)F)c(O)c12
BRD-K76841105,CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1
BRD-A18611368,C[C@]1(Cn2ccnn2)C(N2C(CC2=O)S1(=O)=O)C(O)=O
BRD-K06900071,C[C@@H](O)[C@@H]1[C@@H]2[C@H](C)C(SC3CN(C3)C3=NCCS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C
BRD-K48195801,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc23)cc1
BRD-K59436580,Cn1nnc(n1)-c1ccc(cn1)-c1ccc(cc1F)N1C[C@H](CO)OC1=O
BRD-K26701552,Fc1ccccc1-c1nc2ccn(Cc3ccc(nn3)-c3ccc(cc3C(F)(F)F)C(F)(F)F)cc2n1
BRD-K84564571,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1
BRD-K15976406,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
BRD-K91159026,Fc1cccc([C@@H]2CC[C@@H](NC(=O)N3CCC(CC3)n3c4cccnc4[nH]c3=O)C(=O)N(CC(F)(F)F)C2)c1F
BRD-A05523972,CCOC(=O)N1CSCC1C(O)=O
BRD-K73999723,CCCc1nc2c(C)cc(cc2n1Cc1ccc(cc1)-c1ccccc1C(O)=O)-c1nc2ccccc2n1C
BRD-K63178091,Cc1ccn(n1)-c1cc(Cl)ccc1[C@@H](Oc1cc(nc(N)n1)-c1ccc(C[C@H](N)C(O)=O)cc1)C(F)(F)F
BRD-A93093700,CN1c2ccc(Cl)cc2C(=NC(O)C1=O)c1ccccc1
BRD-K63712959,Oc1cccc(c1)-c1c2CCc(n2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc(n2)c(-c2cccc(O)c2)c2ccc1[nH]2
BRD-K32107296,Cn1nnc2c(ncn2c1=O)C(N)=O
BRD-K42898655,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1OC(=O)C(C)(CO)CO
BRD-A62025033,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OC(=O)C(C)(CO)CO
